[Log]
Num=217
1=[2026-01-29 21:30:08.519] ¡Ú¡Ú¡Ú¡Ú¡Ú Perform Code Reverse Engineering ¡Ú¡Ú¡Ú¡Ú¡Ú
2=[2026-01-29 21:30:24.845] 	¢º Reverse engineering source codes...
3=[2026-01-29 21:30:25.791] 	¢º Compile Error/Warning/Note...
184=[2026-01-29 21:31:42.877] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_PackMeasData::Rte_SWC_BMS_MainCntrl
185=[2026-01-29 21:31:43.023] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_PackMeasData::TxPolicyType
186=[2026-01-29 21:31:43.130] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_PackMeasData.Bms_Tx_PackMeasData_Write
187=[2026-01-29 21:31:43.377] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl::Rte_SWC_BMS_MainCntrl
188=[2026-01-29 21:31:43.554] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl::BMS_MainCntrl_GlobalData
189=[2026-01-29 21:31:43.651] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl::BmsMainCntrl_Soc
190=[2026-01-29 21:31:43.792] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl::Bms_StatusDecision
191=[2026-01-29 21:31:43.929] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl::Bms_Tx_PackMeasData
192=[2026-01-29 21:31:44.068] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl::Bms_Tx_PackCalculatedData
193=[2026-01-29 21:31:44.213] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl::Bms_Tx_BattStatusFlags
194=[2026-01-29 21:31:44.359] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl::Bms_TxMapper_ReportBattInfo
195=[2026-01-29 21:31:44.467] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.g_Input_Signal
196=[2026-01-29 21:31:44.533] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.g_Input_VcuCmd
197=[2026-01-29 21:31:44.555] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.g_Input_CellMeas
198=[2026-01-29 21:31:44.663] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.g_Input_CurrMeas
199=[2026-01-29 21:31:44.686] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.g_Input_TempMeas
200=[2026-01-29 21:31:44.702] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.g_Input_FaultFlag
201=[2026-01-29 21:31:44.806] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.ret
202=[2026-01-29 21:31:44.912] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.packVoltageSum_u32
203=[2026-01-29 21:31:44.980] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.packCurrent_s32
204=[2026-01-29 21:31:45.128] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.cellTempAvg_s16
205=[2026-01-29 21:31:45.232] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.ignSignal
206=[2026-01-29 21:31:45.301] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.chgConnectedFlag
207=[2026-01-29 21:31:45.364] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.in
208=[2026-01-29 21:31:45.427] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.out
209=[2026-01-29 21:31:45.526] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.g_BmsModeContext
210=[2026-01-29 21:31:45.555] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.REtSWC_BMS_MainCntrl_InputDataRead_10ms
211=[2026-01-29 21:31:45.678] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.REtSWC_BMS_MainCntrl_BattStatusProcess_10ms
212=[2026-01-29 21:31:45.753] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.REtSWC_BMS_MainCntrl_SoX_1000ms
213=[2026-01-29 21:31:45.795] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.REtSWC_BMS_MainCntrl_PerfomCellBalancing_1000ms
214=[2026-01-29 21:31:45.942] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.REtSWC_BMS_MainCntrl_ChargeSequence_100ms
215=[2026-01-29 21:31:45.980] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.REtSWC_BMS_MainCntrl_HMI_Output_100ms
216=[2026-01-29 21:31:46.013] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Rte_SWC_BMS_MainCntrl.REtSWC_BMS_MainCntrl_ReportBattInfoData_10ms
217=[Elapsed Time : 0 hours, 1 minutes, 54.4834132 seconds] ¡Ù¡Ù Reverse engineering has been completed. ¡Ù¡Ù
